source,demo_label,freq_hz,gain_linear,gain_db,phase_deg,gain_db_raw,phase_deg_raw,gain_db_reference,phase_deg_reference,gain_db_corrected,phase_deg_corrected
mock_fixture,Simulated no-hardware demo fixture,24795.119013000298,1.265529183972237,2.045443294776188,-8.132684308265707,1.6428495412246833,-13.025107370310145,-0.40259375355150484,-4.892423062044437,2.045443294776188,-8.132684308265707
mock_fixture,Simulated no-hardware demo fixture,27328.74688650746,1.2623261546666245,2.0234316127625864,-8.739020768515829,1.674140524245908,-13.786669303500219,-0.34929108851667845,-5.04764853498439,2.0234316127625864,-8.739020768515829
mock_fixture,Simulated no-hardware demo fixture,30121.26725405938,1.2409500979016896,1.8750863529129376,-9.843562487750447,1.5311949591568923,-15.020878716590925,-0.3438913937560452,-5.177316228840478,1.8750863529129376,-9.843562487750447
mock_fixture,Simulated no-hardware demo fixture,33199.13440445412,1.214891672343167,1.6907511027029785,-10.952124040463387,1.3359403691450638,-16.459947322422856,-0.3548107335579147,-5.507823281959469,1.6907511027029785,-10.952124040463387
mock_fixture,Simulated no-hardware demo fixture,36591.50579252181,1.169428210448313,1.3594713247312733,-12.253343060063814,1.016168837368306,-17.402992942114793,-0.34330248736296726,-5.149649882050977,1.3594713247312733,-12.253343060063814
mock_fixture,Simulated no-hardware demo fixture,40330.518255455485,1.1251898528026107,1.0245161390473423,-13.69249535823427,0.6640002561078098,-19.317639627654557,-0.3605158829395325,-5.625144269420287,1.0245161390473423,-13.69249535823427
mock_fixture,Simulated no-hardware demo fixture,44451.592453624646,1.0725371965345833,0.6082472566613981,-16.536056185907313,0.2418275948074053,-21.959832592956428,-0.36641966185399283,-5.423776407049114,0.6082472566613981,-16.536056185907313
mock_fixture,Simulated no-hardware demo fixture,48993.76841991994,1.032028211454676,0.27383138597171314,-18.376071849531723,-0.06382387242966109,-24.231220009464185,-0.3376552584013742,-5.855148159932461,0.27383138597171314,-18.376071849531723
mock_fixture,Simulated no-hardware demo fixture,54000.075396376895,1.0016977461118273,0.014733931659211205,-21.405726382972276,-0.3919497953583512,-26.865227392315457,-0.40668372701756245,-5.459501009343181,0.014733931659211205,-21.405726382972276
mock_fixture,Simulated no-hardware demo fixture,59517.9394616397,0.9690341643714757,-0.2732182229382106,-23.925270844289212,-0.7037382074778895,-29.66865135346927,-0.430519984539679,-5.743380509180056,-0.2732182229382106,-23.925270844289212
mock_fixture,Simulated no-hardware demo fixture,65599.6328108289,0.9310541831923521,-0.620500885706677,-27.231412611169713,-1.0503739404726544,-33.259102397748734,-0.4298730547659775,-6.027689786579023,-0.620500885706677,-27.231412611169713
mock_fixture,Simulated no-hardware demo fixture,72302.76894396091,0.9143500056748429,-0.7777505615537622,-29.733250983892678,-1.2356482938547355,-35.48528306622329,-0.4578977323009734,-5.752032082330609,-0.7777505615537622,-29.733250983892678
mock_fixture,Simulated no-hardware demo fixture,79690.84845396914,0.8956743662778601,-0.956997097677451,-33.19617413505907,-1.409890532731443,-39.01776198736164,-0.452893435053992,-5.8215878523025735,-0.956997097677451,-33.19617413505907
mock_fixture,Simulated no-hardware demo fixture,87833.86058472558,0.8724386965372865,-1.1853015954774035,-36.25665014834134,-1.6755438035137524,-42.258813924360496,-0.4902422080363488,-6.002163776019156,-1.1853015954774035,-36.25665014834134
mock_fixture,Simulated no-hardware demo fixture,96808.94625777756,0.8421120650814955,-1.4926022078216314,-38.72348803673635,-1.9803225091990815,-44.8937286312756,-0.48772030137745004,-6.170240594539251,-1.4926022078216314,-38.72348803673635
mock_fixture,Simulated no-hardware demo fixture,106701.1288488335,0.8048462560070622,-1.8857414372305839,-42.4145498421253,-2.4124595928233328,-48.57631203110761,-0.526718155592749,-6.161762188982318,-1.8857414372305839,-42.4145498421253
mock_fixture,Simulated no-hardware demo fixture,117604.11963683259,0.782589271079458,-2.1293222072380247,-44.771649717694416,-2.68367816005845,-50.75052701873499,-0.5543559528204253,-5.978877301040574,-2.1293222072380247,-44.771649717694416
mock_fixture,Simulated no-hardware demo fixture,129621.20555583615,0.7352514310620851,-2.6712824305555833,-48.42440672587049,-3.2452568967767768,-54.63321510916947,-0.5739744662211932,-6.208808383298976,-2.6712824305555833,-48.42440672587049
mock_fixture,Simulated no-hardware demo fixture,142866.22765964904,0.6856822804396959,-3.2775414705640356,-51.495751628478786,-3.9023816141384415,-57.657704825522025,-0.6248401435744058,-6.161953197043241,-3.2775414705640356,-51.495751628478786
mock_fixture,Simulated no-hardware demo fixture,157464.65956842602,0.6396349565518293,-3.881356194866291,-54.22325861764345,-4.493499804857033,-60.47396680180035,-0.6121436099907426,-6.250708184156902,-3.881356194866291,-54.22325861764345
mock_fixture,Simulated no-hardware demo fixture,173554.79611367523,0.5951868940092687,-4.5069328100675214,-57.238185318764565,-5.140026735650732,-63.700968193613654,-0.6330939255832109,-6.462782874849092,-4.5069328100675214,-57.238185318764565
mock_fixture,Simulated no-hardware demo fixture,191289.06344201107,0.5518245431778371,-5.163979751306178,-59.61019130039137,-5.771588245345932,-66.1086460301845,-0.6076084940397545,-6.498454729793136,-5.163979751306178,-59.61019130039137
mock_fixture,Simulated no-hardware demo fixture,210835.46298861736,0.5097805765118311,-5.852334317877693,-62.038052859072295,-6.468461407220598,-68.58307714515038,-0.6161270893429054,-6.545024286078085,-5.852334317877693,-62.038052859072295
mock_fixture,Simulated no-hardware demo fixture,232379.16299956202,0.4773282515342687,-6.423657207402327,-63.7361909783563,-7.062680778477102,-70.47625791151421,-0.6390235710747745,-6.740066933157912,-6.423657207402327,-63.7361909783563
mock_fixture,Simulated no-hardware demo fixture,256124.25267988368,0.4371701610064753,-7.186989768503312,-66.39176317229496,-7.825228160184892,-73.4166992202608,-0.6382383916815796,-7.024936047965838,-7.186989768503312,-66.39176317229496
mock_fixture,Simulated no-hardware demo fixture,282295.67558496,0.4030387156555061,-7.893064675790587,-68.48933732666343,-8.495775099838877,-75.53014149669359,-0.6027104240482901,-7.04080417003016,-7.893064675790587,-68.48933732666343
mock_fixture,Simulated no-hardware demo fixture,311141.3605706859,0.3741131155877412,-8.539941322401223,-70.2231831939938,-9.117331535478431,-77.25103131435765,-0.5773902130772083,-7.027848120363849,-8.539941322401223,-70.2231831939938
mock_fixture,Simulated no-hardware demo fixture,342934.5704895215,0.34747434122354504,-9.181545195661736,-71.77378474492475,-9.766828836176112,-79.02219832617592,-0.5852836405143764,-7.248413581251171,-9.181545195661736,-71.77378474492475
mock_fixture,Simulated no-hardware demo fixture,377976.490882236,0.3181561887017308,-9.947192490964618,-73.99390484567766,-10.526134732838715,-81.41066005973138,-0.5789422418740965,-7.416755214053728,-9.947192490964618,-73.99390484567766
mock_fixture,Simulated no-hardware demo fixture,416599.08318871184,0.29307733421414983,-10.660355347802579,-75.19535305978168,-11.246340565702692,-82.55460902720353,-0.5859852179001138,-7.359255967421844,-10.660355347802579,-75.19535305978168
mock_fixture,Simulated no-hardware demo fixture,459168.22950702696,0.2706144491415213,-11.352980369483367,-76.97774723539014,-11.976796162916035,-84.70670205497534,-0.623815793432668,-7.728954819585197,-11.352980369483367,-76.97774723539014
mock_fixture,Simulated no-hardware demo fixture,506087.19869196817,0.24487791201551,-12.221007729306256,-77.42268365747306,-12.792427992105178,-85.22776178943184,-0.5714202627989224,-7.805078131958782,-12.221007729306256,-77.42268365747306
mock_fixture,Simulated no-hardware demo fixture,557800.4666282426,0.22137078547970412,-13.09759387891318,-79.13847218779563,-13.63148198156949,-87.04413557511447,-0.5338881026563097,-7.905663387318836,-13.09759387891318,-79.13847218779563
mock_fixture,Simulated no-hardware demo fixture,614797.9268688501,0.20140359067910785,-13.918655819816644,-79.6106508302024,-14.444635211214212,-87.59889607651428,-0.5259793913975688,-7.98824524631187,-13.918655819816644,-79.6106508302024
mock_fixture,Simulated no-hardware demo fixture,677619.5315271151,0.18114166054681222,-14.839633106932858,-80.75872934994489,-15.396048351739694,-89.1379745559753,-0.5564152448068347,-8.379245206030413,-14.839633106932858,-80.75872934994489
mock_fixture,Simulated no-hardware demo fixture,746860.406386791,0.16435121992033155,-15.68454135915525,-80.85037213779485,-16.20660378667284,-89.31819300795213,-0.522062427517588,-8.467820870157286,-15.68454135915525,-80.85037213779485
mock_fixture,Simulated no-hardware demo fixture,823176.4886870343,0.14918596698416586,-16.52544052761106,-81.91164183007417,-17.082338031679587,-90.34419201896046,-0.5568975040685262,-8.432550188886282,-16.52544052761106,-81.91164183007417
mock_fixture,Simulated no-hardware demo fixture,907290.7409904699,0.13406895355252893,-17.45343560804899,-82.37070704537146,-17.98405181598562,-91.13246858315658,-0.5306162079366278,-8.761761537785125,-17.45343560804899,-82.37070704537146
mock_fixture,Simulated no-hardware demo fixture,1000000.0,0.1214338868637889,-18.31320207669061,-83.04382503851535,-18.886987838708855,-91.79585655615504,-0.5737857620182423,-8.752031517639699,-18.31320207669061,-83.04382503851535
